,Category,Category_1,Subcategory,URL,Title,ID,Imagefile,Bredde,Bredde_unit,Højde,Højde_unit,Tykkelse,Tykkelse_unit,Dørkarm,Quantity,LastPrice,Saved,LastUpOn,Hængning,Bredde m/karm,Bredde m/karm_unit,Højde m/karm,Højde m/karm_unit,Karmtykkelse,Karmtykkelse_unit,FirstPrice,PriceChange,Description,Skinne,Gammelt glas,Med hjørnebånd,Glas,Defekte glas,Materiale,Monteret før,Produktionsår,Produktionsår_unit,Til indmuring,Overfalset,Med vinkelhængsler,Koblet,Med udskyderstang,Længde,Længde_unit,Dybde,Dybde_unit,Konvektorer,Konvektorer_unit,Ophængsbeslag,Med termostat,Trykprøvet,Store,Country,Language,Bundstykke,Fyldningstype,Fyldningstype_unit,Fast ramme,Alu på træ,Title_en
283,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267537/bred-fyldningsdoer-uden-karm,Bred fyldningsdør uden karm,267537,"['/dyn/resources/Shop_Model_Product/image/7/267537/1694167604/old2columns/267537.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/351126/1694167563/old2columns/267537.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/351125/1694167561/old2columns/267537.jpg']",102.5,cm,211.5,cm,3.6,cm,,1 stk,950.0,2023-03-02,2023-09-17,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Wide loading door without frame
284,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267447/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267447,"['/dyn/resources/Shop_Model_Product/image/7/267447/1693396480/old2columns/267447.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/350751/1693396484/old2columns/267447.jpg']",54.5,cm,201.5,cm,3.5,cm,,1 stk,550.0,2023-03-02,2023-09-09,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
285,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267486/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267486,"['/dyn/resources/Shop_Model_Product/image/6/267486/1693898675/old2columns/267486.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/350931/1693898681/old2columns/267486.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/350932/1693898682/old2columns/267486.jpg']",83.3,cm,209.5,cm,3.5,cm,,1 stk,750.0,2023-04-27,2023-05-01,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
286,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267487/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267487,"['/dyn/resources/Shop_Model_Product/image/7/267487/1693904674/old2columns/267487.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/350933/1693904628/old2columns/267487.jpg']",75.2,cm,202.1,cm,3.5,cm,,1 stk,750.0,2023-03-02,2023-09-13,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
287,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267488/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267488,"['/dyn/resources/Shop_Model_Product/image/8/267488/1693985500/old2columns/267488.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/350936/1693906351/old2columns/267488.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/350935/1693906335/old2columns/267488.jpg']",78.5,cm,204.0,cm,3.5,cm,,1 stk,600.0,2023-03-02,2023-09-17,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
288,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267489/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267489,"['/dyn/resources/Shop_Model_Product/image/9/267489/1693907269/old2columns/267489.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/350939/1693907274/old2columns/267489.jpg']",73.0,cm,203.0,cm,3.5,cm,,1 stk,750.0,2023-03-20,2023-04-30,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
289,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267490/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267490,"['/dyn/resources/Shop_Model_Product/image/0/267490/1693907740/old2columns/267490.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/350941/1693907746/old2columns/267490.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/350942/1693907748/old2columns/267490.jpg']",78.3,cm,204.0,cm,3.5,cm,,1 stk,700.0,2023-03-02,2023-09-23,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
290,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267491/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267491,"['/dyn/resources/Shop_Model_Product/image/1/267491/1693985302/old2columns/267491.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/350943/1693908393/old2columns/267491.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/350944/1693908403/old2columns/267491.jpg']",78.5,cm,203.3,cm,3.5,cm,,1 stk,700.0,2023-03-02,2023-09-01,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
291,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267497/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267497,"['/dyn/resources/Shop_Model_Product/image/7/267497/1693984077/old2columns/267497.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/350955/1693914662/old2columns/267497.jpg']",72.7,cm,203.0,cm,3.5,cm,,1 stk,750.0,2023-03-02,2023-04-14,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
292,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267498/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267498,"['/dyn/resources/Shop_Model_Product/image/8/267498/1693915327/old2columns/267498.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/350957/1693915191/old2columns/267498.jpg']",82.5,cm,218.5,cm,3.5,cm,,1 stk,600.0,2023-03-02,2023-09-17,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
293,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267499/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267499,"['/dyn/resources/Shop_Model_Product/image/9/267499/1693983628/old2columns/267499.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/350959/1693915646/old2columns/267499.jpg']",78.5,cm,203.2,cm,3.5,cm,,1 stk,750.0,2023-04-22,2023-09-14,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
294,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267500/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267500,"['/dyn/resources/Shop_Model_Product/image/0/267500/1693919578/old2columns/fyldningsdoer-uden-karm-267500.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/350962/1693916665/old2columns/267500.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/350964/1693919559/old2columns/fyldningsdoer-uden-karm-267500.jpg']",78.5,cm,203.0,cm,3.5,cm,,1 stk,600.0,2023-03-04,2023-09-22,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
295,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267501/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267501,"['/dyn/resources/Shop_Model_Product/image/1/267501/1693919921/old2columns/267501.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/350967/1693919927/old2columns/267501.jpg']",73.5,cm,203.5,cm,3.5,cm,,1 stk,750.0,2023-03-31,2023-07-05,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
296,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267502/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267502,"['/dyn/resources/Shop_Model_Product/image/2/267502/1693921273/old2columns/267502.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/350968/1693921230/old2columns/267502.jpg']",78.5,cm,202.5,cm,3.5,cm,,1 stk,700.0,2023-03-02,2023-09-25,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
297,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267411/doer-med-sideparti-uden-karm,Dør med sideparti uden karm,267411,"['/dyn/resources/Shop_Model_Product/image/1/267411/1693926482/old2columns/267411.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/350610/1693299891/old2columns/267411.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/350609/1693299874/old2columns/267411.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/350614/1693299913/old2columns/267411.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/350615/1693299917/old2columns/267411.jpg']",103.0,cm,198.5,cm,3.5,cm,,1 stk,800.0,2023-03-02,2023-05-03,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Door with side part without frame
298,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267412/doer-med-sideparti-uden-karm,Dør med sideparti uden karm,267412,"['/dyn/resources/Shop_Model_Product/image/2/267412/1693926370/old2columns/267412.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/350617/1693300286/old2columns/267412.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/350620/1693300293/old2columns/267412.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/350616/1693300278/old2columns/267412.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/350619/1693300288/old2columns/267412.jpg']",101.0,cm,198.5,cm,3.5,cm,,1 stk,800.0,2023-03-02,2023-09-08,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Door with side part without frame
299,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267413/doer-med-sideparti-uden-karm,Dør med sideparti uden karm,267413,"['/dyn/resources/Shop_Model_Product/image/3/267413/1693926348/old2columns/267413.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/350621/1693301500/old2columns/267413.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/350622/1693301511/old2columns/267413.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/350623/1693301516/old2columns/267413.jpg']",111.0,cm,198.5,cm,3.5,cm,,1 stk,800.0,2023-03-02,2023-06-14,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Door with side part without frame
300,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267177/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267177,"['/dyn/resources/Shop_Model_Product/image/7/267177/1690892490/old2columns/267177.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/349681/1690892494/old2columns/267177.jpg']",72.5,cm,204.0,cm,4.0,cm,,1 stk,650.0,2023-04-02,2023-09-20,Højre/venstre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
301,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267088/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267088,"['/dyn/resources/Shop_Model_Product/image/8/267088/1690446476/old2columns/267088.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/349455/1690361646/old2columns/267088.jpg']",82.5,cm,202.5,cm,3.5,cm,,1 stk,750.0,2023-03-15,2023-05-23,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
302,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267089/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267089,"['/dyn/resources/Shop_Model_Product/image/9/267089/1690363340/old2columns/267089.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/349458/1690363346/old2columns/267089.jpg']",74.0,cm,189.0,cm,3.5,cm,,1 stk,750.0,2023-03-02,2023-09-16,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
303,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267099/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267099,"['/dyn/resources/Shop_Model_Product/image/9/267099/1690375527/old2columns/267099.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/349484/1690375532/old2columns/267099.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/349483/1690375531/old2columns/267099.jpg']",82.5,cm,204.0,cm,4.0,cm,,1 stk,600.0,2023-03-02,2023-09-22,Højre/venstre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
304,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267128/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267128,"['/dyn/resources/Shop_Model_Product/image/8/267128/1690444951/old2columns/267128.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/349485/1690377916/old2columns/267128.jpg']",82.0,cm,209.5,cm,3.5,cm,,1 stk,550.0,2023-03-02,2023-09-11,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
305,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267130/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267130,"['/dyn/resources/Shop_Model_Product/image/0/267130/1690382562/old2columns/267130.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/349491/1690382566/old2columns/267130.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/349492/1690382568/old2columns/267130.jpg']",84.5,cm,209.5,cm,3.5,cm,,1 stk,550.0,2023-03-02,2023-09-14,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
306,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267091/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267091,"['/dyn/resources/Shop_Model_Product/image/1/267091/1690381769/old2columns/267091.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/349462/1690364815/old2columns/267091.jpg']",82.5,cm,208.0,cm,3.5,cm,,1 stk,750.0,2023-03-02,2023-09-18,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
307,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267038/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267038,"['/dyn/resources/Shop_Model_Product/image/8/267038/1689250008/old2columns/267038.jpg', '/dyn/resources/Shop_Model_Product_Image/image/0/349250/1689249988/old2columns/267038.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/349248/1689249983/old2columns/267038.jpg', '/dyn/resources/Shop_Model_Product_Image/image/9/349249/1689249987/old2columns/267038.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/349252/1689249990/old2columns/267038.jpg']",82.5,cm,204.7,cm,3.3,cm,,1 stk,600.0,2023-03-02,2023-09-18,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
308,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/267040/fyldningsdoer-uden-karm,Fyldningsdør uden karm,267040,"['/dyn/resources/Shop_Model_Product/image/0/267040/1689252508/old2columns/267040.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/349256/1689252493/old2columns/267040.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/349257/1689252496/old2columns/267040.jpg']",82.5,cm,207.5,cm,3.3,cm,,1 stk,800.0,2023-03-02,2023-09-22,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
309,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/266982/fyldningsdoer-uden-karm,Fyldningsdør uden karm,266982,"['/dyn/resources/Shop_Model_Product/image/2/266982/1688994566/old2columns/266982.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/349021/1688539717/old2columns/266982.jpg']",81.5,cm,201.5,cm,3.5,cm,,1 stk,750.0,2023-03-02,2023-09-14,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
310,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/266987/fyldningsdoer-uden-karm,Fyldningsdør uden karm,266987,"['/dyn/resources/Shop_Model_Product/image/7/266987/1688546995/old2columns/266987.jpg', '/dyn/resources/Shop_Model_Product_Image/image/5/349035/1688546999/old2columns/266987.jpg']",73.2,cm,204.0,cm,3.5,cm,,1 stk,650.0,2023-03-02,2023-09-17,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
311,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/266996/fyldningsdoer-uden-karm,Fyldningsdør uden karm,266996,"['/dyn/resources/Shop_Model_Product/image/6/266996/1688981208/old2columns/266996.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/349062/1688560160/old2columns/266996.jpg']",83.0,cm,205.0,cm,3.5,cm,,1 stk,750.0,2023-03-24,2023-09-26,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
312,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/266921/afsyret-fyldningsdoer-uden-karm,Afsyret fyldningsdør uden karm,266921,"['/dyn/resources/Shop_Model_Product/image/1/266921/1688026498/old2columns/266921.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/348766/1688026448/old2columns/266921.jpg']",73.0,cm,197.5,cm,3.5,cm,,1 stk,800.0,2023-03-02,2023-04-15,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Deacidified filling door without frame
313,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/266922/afsyret-fyldningsdoer-uden-karm,Afsyret fyldningsdør uden karm,266922,"['/dyn/resources/Shop_Model_Product/image/2/266922/1688374348/old2columns/266922.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/348768/1688026833/old2columns/266922.jpg']",83.0,cm,203.0,cm,3.5,cm,,1 stk,750.0,2023-03-02,2023-09-30,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Deacidified filling door without frame
314,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/266923/fyldningsdoer-uden-karm,Fyldningsdør uden karm,266923,"['/dyn/resources/Shop_Model_Product/image/3/266923/1688027342/old2columns/266923.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/348771/1688027347/old2columns/266923.jpg', '/dyn/resources/Shop_Model_Product_Image/image/2/348772/1688027348/old2columns/266923.jpg']",72.5,cm,204.0,cm,4.0,cm,,1 stk,600.0,2023-03-12,2023-09-20,Højre/venstre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
315,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/266882/fyldningsdoer-uden-karm,Fyldningsdør uden karm,266882,"['/dyn/resources/Shop_Model_Product/image/2/266882/1687531700/old2columns/266882.jpg', '/dyn/resources/Shop_Model_Product_Image/image/1/348571/1687515458/old2columns/266882.jpg', '/dyn/resources/Shop_Model_Product_Image/image/3/348573/1687515466/old2columns/266882.jpg', '/dyn/resources/Shop_Model_Product_Image/image/4/348574/1687515468/old2columns/266882.jpg']",87.0,cm,185.0,cm,3.5,cm,,1 stk,600.0,2023-04-01,2023-05-05,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
316,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/266883/fyldningsdoer-uden-karm,Fyldningsdør uden karm,266883,"['/dyn/resources/Shop_Model_Product/image/3/266883/1687517558/old2columns/266883.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/348576/1687517561/old2columns/266883.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/348577/1687517563/old2columns/266883.jpg', '/dyn/resources/Shop_Model_Product_Image/image/8/348578/1687517564/old2columns/266883.jpg']",73.5,cm,195.5,cm,3.5,cm,,1 stk,750.0,2023-03-02,2023-09-19,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
317,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/266886/fyldningsdoer-uden-karm,Fyldningsdør uden karm,266886,"['/dyn/resources/Shop_Model_Product/image/6/266886/1687522888/old2columns/266886.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/348586/1687522915/old2columns/266886.jpg']",79.0,cm,203.0,cm,4.0,cm,,1 stk,800.0,2023-03-26,2023-09-05,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
318,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/266769/dannebrogsdoer-uden-karm,Dannebrogsdør uden karm,266769,"['/dyn/resources/Shop_Model_Product/image/9/266769/1686642776/old2columns/266769.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/348086/1686642782/old2columns/266769.jpg']",82.3,cm,203.0,cm,3.5,cm,,1 stk,750.0,2023-03-02,2023-09-29,Højrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Dannebrog door without frame
319,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/266770/dannebrogsdoer-uden-karm,Dannebrogsdør uden karm,266770,"['/dyn/resources/Shop_Model_Product/image/0/266770/1686644981/old2columns/266770.jpg', '/dyn/resources/Shop_Model_Product_Image/image/7/348087/1686644786/old2columns/266770.jpg']",83.5,cm,208.7,cm,3.5,cm,,1 stk,750.0,2023-05-04,2023-09-04,Venstrehængt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Dannebrog door without frame
320,Doors and  Windows,Brugte Døre,Fyldningsdøre uden karm,/doere-vinduer/brugte-doere/fyldningsdoere/fyldningsdoere-uden-karm/266692/fyldningsdoer-uden-karm,Fyldningsdør uden karm,266692,"['/dyn/resources/Shop_Model_Product/image/2/266692/1686043731/old2columns/266692.jpg', '/dyn/resources/Shop_Model_Product_Image/image/6/347716/1686043739/old2columns/266692.jpg']",62.5,cm,204.0,cm,4.0,cm,,1 stk,600.0,2023-03-02,2023-09-01,Højre/venstre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genbyg,DK,dk,,,,,,Filling door without frame
